      2000	 60.714935	 0.998578	 0.997237	 0.998742	 0.542941	 0.007357
      2001	 60.776459	 0.998642	 0.997301	 0.998726	 0.542921	 0.003163
      2002	 60.753387	 0.998564	 0.997210	 0.998739	 0.542996	 0.005405
      2003	 60.807220	 0.998534	 0.997175	 0.998748	 0.542934	 0.010276
      2004	 60.684174	 0.998685	 0.997336	 0.998730	 0.542951	 -0.001517
      2005	 60.837982	 0.998663	 0.997313	 0.998731	 0.542938	 -0.000283
      2006	 60.791840	 0.998731	 0.997383	 0.998736	 0.542928	 -0.005142
      2007	 60.814911	 0.998681	 0.997334	 0.998743	 0.542957	 -0.002203
      2008	 60.738007	 0.998691	 0.997339	 0.998724	 0.542929	 -0.002661
      2009	 60.814911	 0.998684	 0.997330	 0.998720	 0.542911	 -0.000897
      2010	 60.930267	 0.998713	 0.997358	 0.998729	 0.542957	 -0.005646
      2011	 60.784149	 0.998659	 0.997301	 0.998741	 0.542949	 0.000096
      2012	 60.761078	 0.998788	 0.997433	 0.998738	 0.542940	 -0.009084
      2013	 60.937958	 0.998783	 0.997429	 0.998758	 0.542932	 -0.008394
      2014	 60.822601	 0.998682	 0.997334	 0.998750	 0.542944	 -0.001722
      2015	 60.861053	 0.998682	 0.997328	 0.998731	 0.542921	 0.000153
      2016	 61.007172	 0.998697	 0.997349	 0.998747	 0.542955	 -0.002756
      2017	 60.791840	 0.998596	 0.997244	 0.998731	 0.542982	 0.003384
      2018	 60.899506	 0.998660	 0.997320	 0.998746	 0.542942	 0.000589
      2019	 60.853363	 0.998683	 0.997329	 0.998731	 0.542952	 -0.001920
      2020	 60.899506	 0.998759	 0.997403	 0.998726	 0.542927	 -0.007327
      2021	 60.914886	 0.998688	 0.997342	 0.998733	 0.542945	 -0.002728
      2022	 60.930267	 0.998728	 0.997373	 0.998742	 0.542894	 -0.003419
      2023	 60.891815	 0.998732	 0.997383	 0.998752	 0.542936	 -0.005201
      2024	 60.868744	 0.998675	 0.997337	 0.998749	 0.542933	 -0.001292
      2025	 60.945648	 0.998647	 0.997310	 0.998738	 0.542956	 0.000508
      2026	 60.745697	 0.998743	 0.997403	 0.998736	 0.542917	 -0.005416
      2027	 60.884125	 0.998691	 0.997343	 0.998733	 0.542944	 -0.002858
      2028	 60.853363	 0.998775	 0.997423	 0.998749	 0.542960	 -0.009316
      2029	 60.891815	 0.998733	 0.997387	 0.998743	 0.542924	 -0.004876
      2030	 60.868744	 0.998720	 0.997367	 0.998744	 0.542939	 -0.003716
      2031	 60.876434	 0.998694	 0.997351	 0.998724	 0.542927	 -0.002505
      2032	 60.991791	 0.998742	 0.997394	 0.998722	 0.542928	 -0.005445
      2033	 61.030243	 0.998653	 0.997309	 0.998725	 0.542945	 0.000197
      2034	 60.876434	 0.998656	 0.997306	 0.998734	 0.542919	 0.002075
      2035	 61.068695	 0.998664	 0.997323	 0.998742	 0.542905	 0.000245
      2036	 61.045624	 0.998708	 0.997358	 0.998725	 0.542925	 -0.002799
      2037	 61.037933	 0.998708	 0.997359	 0.998729	 0.542925	 -0.003190
      2038	 61.037933	 0.998801	 0.997454	 0.998743	 0.542895	 -0.007189
      2039	 61.091766	 0.998726	 0.997375	 0.998724	 0.542932	 -0.004057
      2040	 61.084076	 0.998718	 0.997367	 0.998755	 0.542939	 -0.003756
      2041	 61.022552	 0.998624	 0.997278	 0.998738	 0.542914	 0.003004
      2042	 61.045624	 0.998685	 0.997337	 0.998730	 0.542897	 -0.000576
      2043	 60.984100	 0.998723	 0.997374	 0.998717	 0.542939	 -0.004541
      2044	 60.953339	 0.998650	 0.997292	 0.998728	 0.542919	 0.000941
      2045	 61.053314	 0.998717	 0.997361	 0.998742	 0.542931	 -0.003875
      2046	 61.145599	 0.998739	 0.997398	 0.998742	 0.542938	 -0.005865
      2047	 61.107147	 0.998721	 0.997361	 0.998750	 0.542944	 -0.004324
      2048	 60.976410	 0.998669	 0.997304	 0.998745	 0.542891	 0.001464
      2049	 61.114838	 0.998690	 0.997342	 0.998715	 0.542914	 -0.001422
      2050	 61.022552	 0.998692	 0.997340	 0.998753	 0.542924	 -0.002004
      2051	 61.114838	 0.998660	 0.997306	 0.998742	 0.542935	 0.000876
      2052	 61.168671	 0.998681	 0.997337	 0.998745	 0.542937	 -0.001206
      2053	 61.037933	 0.998739	 0.997392	 0.998735	 0.542945	 -0.005790
      2054	 60.945648	 0.998700	 0.997364	 0.998738	 0.542936	 -0.002839
      2055	 61.107147	 0.998720	 0.997368	 0.998723	 0.542933	 -0.004313
      2056	 61.053314	 0.998701	 0.997357	 0.998743	 0.542923	 -0.002476
      2057	 60.968719	 0.998721	 0.997370	 0.998728	 0.542945	 -0.004590
      2058	 61.091766	 0.998650	 0.997306	 0.998726	 0.542903	 0.001885
      2059	 61.053314	 0.998671	 0.997323	 0.998698	 0.542951	 -0.000837
      2060	 61.168671	 0.998709	 0.997359	 0.998735	 0.542930	 -0.002974
      2061	 60.953339	 0.998736	 0.997382	 0.998739	 0.542971	 -0.005648
      2062	 61.037933	 0.998679	 0.997325	 0.998745	 0.542913	 -0.000569
      2063	 61.045624	 0.998685	 0.997326	 0.998728	 0.542882	 -0.001138
      2064	 60.984100	 0.998657	 0.997303	 0.998722	 0.542885	 0.001862
      2065	 60.945648	 0.998602	 0.997260	 0.998744	 0.542885	 0.005785
      2066	 61.068695	 0.998633	 0.997284	 0.998730	 0.542914	 0.003497
      2067	 60.968719	 0.998742	 0.997395	 0.998738	 0.542938	 -0.005477
      2068	 60.961029	 0.998748	 0.997394	 0.998739	 0.542974	 -0.006542
      2069	 60.984100	 0.998731	 0.997369	 0.998753	 0.542935	 -0.004495
