         1	 34.187500	 0.997208	 0.999934	 1.824565	 0.060825	 -0.000002
         2	 34.187500	 0.997194	 0.999924	 1.824382	 0.060825	 0.000002
         3	 34.187500	 0.997187	 0.999918	 1.824533	 0.060825	 -0.000004
         4	 34.187500	 0.997235	 0.999916	 1.824564	 0.060825	 0.000006
         5	 34.250000	 0.997175	 0.999922	 1.824461	 0.060825	 -0.000011
         6	 34.187500	 0.997224	 0.999934	 1.824542	 0.060825	 -0.000006
         7	 34.187500	 0.997212	 0.999926	 1.824505	 0.060825	 -0.000008
         8	 34.187500	 0.997171	 0.999926	 1.824511	 0.060824	 -0.000002
         9	 34.250000	 0.997188	 0.999916	 1.824516	 0.060825	 0.000006
        10	 34.187500	 0.997217	 0.999920	 1.824472	 0.060825	 0.000002
        11	 34.187500	 0.997200	 0.999935	 1.824509	 0.060825	 -0.000004
        12	 34.250000	 0.997184	 0.999909	 1.824512	 0.060825	 -0.000004
        13	 34.250000	 0.997186	 0.999932	 1.824545	 0.060825	 -0.000002
        14	 34.250000	 0.997195	 0.999914	 1.824423	 0.060825	 0.000004
        15	 34.250000	 0.997206	 0.999940	 1.824459	 0.060825	 0.000008
        16	 34.250000	 0.997206	 0.999929	 1.824529	 0.060825	 -0.000010
        17	 34.250000	 0.997237	 0.999931	 1.824600	 0.060825	 -0.000006
        18	 34.187500	 0.997202	 0.999939	 1.824489	 0.060824	 0.000002
        19	 34.187500	 0.997200	 0.999904	 1.824554	 0.060825	 0.000000
        20	 34.125000	 0.997193	 0.999925	 1.824505	 0.060825	 0.000002
        21	 34.125000	 0.997217	 0.999933	 1.824518	 0.060825	 -0.000010
        22	 34.125000	 0.997234	 0.999929	 1.824630	 0.060825	 -0.000004
        23	 34.187500	 0.997221	 0.999910	 1.824516	 0.060825	 0.000015
        24	 34.187500	 0.997217	 0.999938	 1.824575	 0.060825	 0.000006
        25	 34.125000	 0.997215	 0.999930	 1.824533	 0.060825	 -0.000008
        26	 34.125000	 0.997226	 0.999924	 1.824553	 0.060825	 0.000002
        27	 34.125000	 0.997239	 0.999943	 1.824430	 0.060825	 -0.000006
        28	 34.187500	 0.997201	 0.999928	 1.824439	 0.060824	 0.000011
        29	 34.187500	 0.997212	 0.999913	 1.824586	 0.060825	 0.000004
        30	 34.250000	 0.997238	 0.999927	 1.824538	 0.060825	 0.000000
        31	 34.250000	 0.997212	 0.999918	 1.824434	 0.060825	 0.000002
        32	 34.250000	 0.997198	 0.999904	 1.824481	 0.060825	 -0.000004
